idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy
15909,UNKNOWN,2025-11-14 05:00:00,2025-11-14,FVG_TOUCH,Short,73.0912,73.0912,bearish_fvg_touch,28.3587,-1.2257,0.0608,0.5528,5,4,1,4.4636,1.5399,False,False,0.2565,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16037,UNKNOWN,2025-11-15 13:00:00,2025-11-15,TREND_PULLBACK,Short,61.9878,61.9878,ema20_pullback;trend_stack,43.9899,-0.1714,-0.7855,0.3024,13,5,3,2.3052,1.499,False,False,0.394,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16144,UNKNOWN,2025-11-16 15:45:00,2025-11-16,WEAK_BOS,Short,65.8229,65.8229,break_low,20.8378,-0.5656,6.7188,0.7681,15,6,1,5.8662,-1.6372,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16236,UNKNOWN,2025-11-17 14:45:00,2025-11-17,TREND_PULLBACK,Short,70.1737,70.1737,ema20_pullback;trend_stack,37.8436,-0.271,1.9663,0.3353,14,0,1,2.1841,2.0758,False,False,0.4873,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16321,UNKNOWN,2025-11-18 12:00:00,2025-11-18,TREND_PULLBACK,Short,67.9717,67.9717,ema20_pullback;trend_stack,43.6206,-0.2826,-0.4202,0.8999,12,1,3,1.5575,5.5177,False,False,0.7799,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16331,UNKNOWN,2025-11-18 14:30:00,2025-11-18,LIQUIDITY_SWEEP,Short,89.227,89.227,sweep_high;reclaim,50.702,0.0604,4.8115,0.3077,14,1,0,1.0299,1.234,False,False,0.5451,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16430,UNKNOWN,2025-11-19 15:15:00,2025-11-19,TREND_PULLBACK,Short,73.7087,73.7087,ema20_pullback;trend_stack,47.5337,-0.2049,2.8659,0.6246,15,2,0,2.3919,0.4152,False,False,0.1479,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16529,UNKNOWN,2025-11-20 16:00:00,2025-11-20,WEAK_BOS,Short,65.3473,65.3473,break_low,22.889,-0.6418,6.0898,0.7678,16,3,0,5.2962,-1.5579,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16633,UNKNOWN,2025-11-21 18:00:00,2025-11-21,TREND_PULLBACK,Short,67.0125,67.0125,ema20_pullback;trend_stack,39.2581,-0.2175,0.6991,0.8571,18,4,0,2.0278,1.4064,False,False,0.4095,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16741,UNKNOWN,2025-11-22 21:00:00,2025-11-22,FVG_TOUCH,Short,63.1932,63.1932,bearish_fvg_touch,38.9684,0.4613,-0.9399,0.6066,21,5,2,3.1984,0.3951,False,False,0.11,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16759,UNKNOWN,2025-11-23 01:30:00,2025-11-23,WEAK_BOS,Long,58.4458,58.4458,break_high,76.9866,0.8547,2.5531,0.723,1,6,0,-0.7694,4.9942,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
16907,UNKNOWN,2025-11-24 14:30:00,2025-11-24,REAL_CHOCH,Short,76.7175,76.7175,choch_sweep_high;choch_break_low;trend_align,40.2276,-0.7778,5.6467,0.2806,14,0,3,2.606,-0.31,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17001,UNKNOWN,2025-11-25 14:00:00,2025-11-25,FVG_TOUCH,Short,71.2569,71.2569,bearish_fvg_touch,42.5965,-0.5599,0.4301,0.157,14,1,2,2.5705,1.065,False,False,0.2929,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17004,UNKNOWN,2025-11-25 14:45:00,2025-11-25,LIQUIDITY_SWEEP,Long,87.9567,87.9567,sweep_low;reclaim,34.9087,-0.6027,4.199,0.1883,14,1,2,2.6946,0.5113,False,False,0.1595,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17107,UNKNOWN,2025-11-26 16:30:00,2025-11-26,FVG_TOUCH,Long,69.3031,69.3031,bullish_fvg_touch,69.7917,-0.062,1.6198,0.0845,16,2,1,0.5343,3.0343,False,False,0.8503,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17201,UNKNOWN,2025-11-27 16:00:00,2025-11-27,TREND_PULLBACK,Long,64.4571,64.4571,ema20_pullback;trend_stack,53.3663,0.1144,0.771,0.6259,16,3,1,1.2908,2.5244,False,False,0.6617,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17268,UNKNOWN,2025-11-28 08:45:00,2025-11-28,TREND_PULLBACK,Long,69.4227,69.4227,ema20_pullback;trend_stack,53.8346,0.0716,3.1988,0.8997,8,4,2,0.161,3.3148,False,False,0.9537,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17380,UNKNOWN,2025-11-29 12:45:00,2025-11-29,FVG_TOUCH,Short,63.8201,63.8201,bearish_fvg_touch,57.0834,-0.816,-0.5999,0.0915,12,5,1,1.5901,1.9174,False,False,0.5466,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17520,UNKNOWN,2025-11-30 23:45:00,2025-11-30,FVG_TOUCH,Short,72.0749,72.0749,bearish_fvg_touch,22.1238,-0.5765,3.1747,0.7017,23,6,0,5.1888,-0.5741,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17521,UNKNOWN,2025-12-01 00:00:00,2025-12-01,WEAK_BOS,Short,66.0,66.0,break_low,12.2062,-0.7374,8.8243,0.9013,0,0,0,7.8007,-4.0734,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17679,UNKNOWN,2025-12-02 15:30:00,2025-12-02,FVG_TOUCH,Long,75.5777,75.5777,bullish_fvg_touch,83.5936,1.5735,1.7185,0.3968,15,1,3,0.6933,6.7807,False,False,0.9072,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17771,UNKNOWN,2025-12-03 14:30:00,2025-12-03,ORDERBLOCK_REACTION,Long,69.0175,69.0175,impulse_pullback_zone,59.8183,0.4963,2.0759,0.6069,14,2,1,-0.2545,4.0448,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17819,UNKNOWN,2025-12-04 02:30:00,2025-12-04,FVG_TOUCH,Long,65.5569,65.5569,bullish_fvg_touch,51.9109,0.6074,-0.4847,0.1831,2,3,0,0.881,2.9853,False,False,0.7721,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
17942,UNKNOWN,2025-12-05 09:15:00,2025-12-05,WEAK_BOS,Short,62.2443,62.2443,break_low,34.3372,-0.6414,1.4962,0.8861,9,4,0,5.2443,-2.0386,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18034,UNKNOWN,2025-12-06 08:15:00,2025-12-06,ORDERBLOCK_REACTION,Short,68.9481,68.9481,impulse_pullback_zone,32.9558,-0.4355,-0.2089,0.672,8,5,1,3.6309,-1.1756,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18184,UNKNOWN,2025-12-07 21:45:00,2025-12-07,ENHANCED_BUY,Long,74.4518,74.4518,demand_zone;stoch_cross_up;volume_spike;above_vwap,19.9212,1.8374,2.1577,0.427,21,6,3,5.0232,2.8259,False,False,0.36,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18237,UNKNOWN,2025-12-08 11:00:00,2025-12-08,FVG_TOUCH,Long,65.1903,65.1903,bullish_fvg_touch,70.2605,2.2974,-0.5869,0.0656,11,0,0,0.8205,4.4298,False,False,0.8437,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18309,UNKNOWN,2025-12-09 05:00:00,2025-12-09,FVG_TOUCH,Short,72.6726,72.6726,bearish_fvg_touch,41.752,-0.8423,-0.465,0.5154,5,1,1,4.1597,0.3122,False,False,0.0698,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18349,UNKNOWN,2025-12-09 15:00:00,2025-12-09,LIQUIDITY_SWEEP,Short,88.7664,88.7664,sweep_high;reclaim,57.0496,0.0336,4.0258,0.2457,15,1,0,0.7389,2.0482,False,False,0.7349,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18433,UNKNOWN,2025-12-10 12:00:00,2025-12-10,FVG_TOUCH,Short,66.0925,66.0925,bearish_fvg_touch,37.2603,-0.2358,-0.4153,0.3641,12,2,0,4.4189,1.0219,False,False,0.1878,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18566,UNKNOWN,2025-12-11 21:15:00,2025-12-11,WEAK_BOS,Long,62.3422,62.3422,break_high,78.0732,0.7675,3.6358,1.0,21,3,5,-1.1481,6.6367,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18638,UNKNOWN,2025-12-12 15:15:00,2025-12-12,WEAK_BOS,Short,66.0,66.0,break_low,23.1329,-0.0819,5.0463,0.9818,15,4,0,5.4572,-3.1405,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18726,UNKNOWN,2025-12-13 13:15:00,2025-12-13,ORDERBLOCK_REACTION,Short,65.5084,65.5084,impulse_pullback_zone,38.4485,-0.3527,-0.1962,0.4654,13,5,1,3.5741,-0.4707,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18802,UNKNOWN,2025-12-14 08:15:00,2025-12-14,TREND_PULLBACK,Short,67.6853,67.6853,ema20_pullback;trend_stack,48.7005,-0.2391,-0.3105,0.2237,8,6,0,1.8529,1.617,False,False,0.466,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
18928,UNKNOWN,2025-12-15 15:45:00,2025-12-15,FVG_TOUCH,Short,67.5583,67.5583,bearish_fvg_touch,18.07,-0.8621,1.6926,0.2672,15,0,0,5.589,0.8446,False,False,0.1313,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19005,UNKNOWN,2025-12-16 11:00:00,2025-12-16,FVG_TOUCH,Long,71.3781,71.3781,bullish_fvg_touch,82.3078,0.2225,-0.3698,0.039,11,1,2,1.2658,4.0115,False,False,0.7601,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19116,UNKNOWN,2025-12-17 14:45:00,2025-12-17,ORDERBLOCK_REACTION,Long,75.0,75.0,impulse_pullback_zone,83.9229,0.4785,8.4448,0.8488,14,2,2,-3.6149,7.0753,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19193,UNKNOWN,2025-12-18 10:00:00,2025-12-18,FVG_TOUCH,Long,70.2563,70.2563,bullish_fvg_touch,73.9286,0.9499,-0.4002,0.2811,10,3,3,0.2611,4.6102,False,False,0.9464,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19307,UNKNOWN,2025-12-19 14:30:00,2025-12-19,REAL_CHOCH,Long,79.3929,79.3929,choch_sweep_low;choch_break_high;trend_align,55.3263,1.3639,2.91,0.4322,14,4,6,-0.4118,2.0885,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19437,UNKNOWN,2025-12-20 23:00:00,2025-12-20,FVG_TOUCH,Long,65.5599,65.5599,bullish_fvg_touch,61.1582,0.3233,-0.2953,0.6462,23,5,0,1.7011,2.3821,False,False,0.5834,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19529,UNKNOWN,2025-12-21 22:00:00,2025-12-21,TREND_PULLBACK,Long,66.4939,66.4939,ema20_pullback;trend_stack,54.4899,0.0097,-0.4606,0.8074,22,6,2,1.5971,2.7197,False,False,0.63,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19537,UNKNOWN,2025-12-22 00:00:00,2025-12-22,WEAK_BOS,Long,66.0,66.0,break_high,82.5023,0.5128,4.1656,0.9999,0,0,4,-2.9188,6.1738,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19538,UNKNOWN,2025-12-22 00:15:00,2025-12-22,LIQUIDITY_SWEEP,Short,88.204,88.204,sweep_high;reclaim,67.1732,0.4972,3.9428,0.5546,0,0,2,1.6807,3.2623,False,False,0.66,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19716,UNKNOWN,2025-12-23 20:45:00,2025-12-23,TREND_PULLBACK,Short,69.7771,69.7771,ema20_pullback;trend_stack,49.6953,-0.0008,0.517,0.7241,20,1,0,1.5847,1.4635,False,False,0.4801,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19787,UNKNOWN,2025-12-24 14:30:00,2025-12-24,ORDERBLOCK_REACTION,Short,68.3657,68.3657,impulse_pullback_zone,38.5304,-0.0706,4.5986,0.2752,14,2,2,2.3507,1.3091,False,False,0.3577,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19886,UNKNOWN,2025-12-25 15:15:00,2025-12-25,WEAK_BOS,Long,65.9713,65.9713,break_high,75.4815,0.1912,3.9808,0.5838,15,3,0,-1.7154,5.4803,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
19981,UNKNOWN,2025-12-26 15:00:00,2025-12-26,WEAK_BOS,Short,66.0,66.0,break_low,19.9672,-0.2462,4.4005,0.9815,15,4,1,7.8155,-1.9265,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20081,UNKNOWN,2025-12-27 16:00:00,2025-12-27,TREND_PULLBACK,Short,66.3644,66.3644,ema20_pullback;trend_stack,49.02,-0.1141,-0.3966,0.6962,16,5,0,1.4078,2.4355,False,False,0.6337,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20106,UNKNOWN,2025-12-27 22:15:00,2025-12-27,LIQUIDITY_SWEEP,Short,88.5424,88.5424,sweep_high;reclaim,64.2188,0.5545,4.3352,0.6129,22,5,3,3.0017,2.8268,False,False,0.485,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20147,UNKNOWN,2025-12-28 08:30:00,2025-12-28,FVG_TOUCH,Long,69.214,69.214,bullish_fvg_touch,62.0615,0.4763,1.5613,0.2601,8,6,2,-0.0343,3.2804,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20186,UNKNOWN,2025-12-28 18:15:00,2025-12-28,LIQUIDITY_SWEEP,Long,91.8101,91.8101,sweep_low;reclaim,37.3228,0.0692,5.9404,0.1659,18,6,2,3.6976,1.1139,False,False,0.2315,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20249,UNKNOWN,2025-12-29 10:00:00,2025-12-29,FVG_TOUCH,Short,70.4337,70.4337,bearish_fvg_touch,10.6042,0.5623,1.6224,0.0813,10,0,2,7.243,1.0536,False,False,0.127,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20364,UNKNOWN,2025-12-30 14:45:00,2025-12-30,WEAK_BOS,Long,66.0,66.0,break_high,79.7046,0.8948,6.749,0.7836,14,1,1,-1.7626,4.3619,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20482,UNKNOWN,2025-12-31 20:15:00,2025-12-31,FVG_TOUCH,Short,65.9992,65.9992,bearish_fvg_touch,43.2731,-1.6866,-0.3019,0.4048,20,2,2,3.8386,0.6271,False,False,0.1404,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20587,UNKNOWN,2026-01-01 22:30:00,2026-01-01,FVG_TOUCH,Long,67.8333,67.8333,bullish_fvg_touch,75.1718,1.3977,0.2371,0.3369,22,3,1,0.3968,4.2863,False,False,0.9153,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20651,UNKNOWN,2026-01-02 14:30:00,2026-01-02,LIQUIDITY_SWEEP,Long,90.8987,90.8987,sweep_low;reclaim,46.5082,0.7587,5.7686,0.4644,14,4,1,2.0667,2.5716,False,False,0.5544,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20660,UNKNOWN,2026-01-02 16:45:00,2026-01-02,FVG_TOUCH,Long,67.921,67.921,bullish_fvg_touch,61.2069,0.4832,1.2453,0.4369,16,4,1,0.9083,3.2078,False,False,0.7793,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20764,UNKNOWN,2026-01-03 18:45:00,2026-01-03,FVG_TOUCH,Long,64.9678,64.9678,bullish_fvg_touch,56.2808,0.7698,-0.9353,0.0331,18,5,0,0.9777,2.4691,False,False,0.7163,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20787,UNKNOWN,2026-01-04 00:30:00,2026-01-04,FVG_TOUCH,Long,73.553,73.553,bullish_fvg_touch,72.2443,1.2897,0.3686,0.3377,0,6,0,2.0433,5.0792,False,False,0.7131,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
20939,UNKNOWN,2026-01-05 14:30:00,2026-01-05,REAL_CHOCH,Long,77.5214,77.5214,choch_sweep_low;choch_break_high;trend_align,61.23,0.8368,3.5163,0.5498,14,0,0,-0.2575,3.0081,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21045,UNKNOWN,2026-01-06 17:00:00,2026-01-06,FVG_TOUCH,Short,65.1628,65.1628,bearish_fvg_touch,35.3443,-0.3664,0.5553,0.3224,17,1,0,4.0422,0.6417,False,False,0.137,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21089,UNKNOWN,2026-01-07 04:00:00,2026-01-07,FVG_TOUCH,Short,64.42,64.42,bearish_fvg_touch,38.556,-0.3475,-0.5663,0.0721,4,2,0,3.7241,2.1389,False,False,0.3648,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21257,UNKNOWN,2026-01-08 22:00:00,2026-01-08,FVG_TOUCH,Long,64.255,64.255,bullish_fvg_touch,61.2817,0.8081,-0.2575,0.4809,22,3,0,0.1398,3.3958,False,False,0.9605,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21298,UNKNOWN,2026-01-09 08:15:00,2026-01-09,FVG_TOUCH,Short,66.0839,66.0839,bearish_fvg_touch,32.3976,-0.1554,-0.3313,0.021,8,4,1,3.9009,1.4957,False,False,0.2772,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21371,UNKNOWN,2026-01-10 02:30:00,2026-01-10,TREND_PULLBACK,Short,68.9404,68.9404,ema20_pullback;trend_stack,43.1342,-0.2473,-0.5391,0.9158,2,5,0,1.9022,2.7908,False,False,0.5947,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21520,UNKNOWN,2026-01-11 15:45:00,2026-01-11,ORDERBLOCK_REACTION,Long,63.6923,63.6923,impulse_pullback_zone,50.3987,0.5673,2.7432,0.1869,15,6,1,2.2312,1.33,False,False,0.3735,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21556,UNKNOWN,2026-01-12 00:45:00,2026-01-12,ORDERBLOCK_REACTION,Long,68.4871,68.4871,impulse_pullback_zone,64.2951,0.1213,2.3146,0.7554,0,0,0,-0.1477,3.7873,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21737,UNKNOWN,2026-01-13 22:00:00,2026-01-13,WEAK_BOS,Long,66.0,66.0,break_high,84.7741,1.6368,6.5798,0.5435,22,1,0,-2.4489,5.6354,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21803,UNKNOWN,2026-01-14 14:30:00,2026-01-14,FVG_TOUCH,Long,74.6187,74.6187,bullish_fvg_touch,74.3295,0.6569,1.7718,0.3298,14,2,0,-0.1413,4.4959,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21934,UNKNOWN,2026-01-15 23:15:00,2026-01-15,FVG_TOUCH,Short,63.1972,63.1972,bearish_fvg_touch,52.3912,-1.4015,-0.3908,0.1774,23,3,0,3.1606,1.9487,False,False,0.3814,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
21995,UNKNOWN,2026-01-16 14:30:00,2026-01-16,REAL_CHOCH,Short,71.7968,71.7968,choch_sweep_high;choch_break_low;trend_align,46.6766,-0.4019,1.1531,0.8425,14,4,1,2.7784,-0.2156,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22121,UNKNOWN,2026-01-17 22:00:00,2026-01-17,FVG_TOUCH,Short,68.0373,68.0373,bearish_fvg_touch,27.0631,-0.1685,1.2773,0.8162,22,5,0,4.8963,-1.8426,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22169,UNKNOWN,2026-01-18 10:00:00,2026-01-18,TREND_PULLBACK,Short,70.0946,70.0946,ema20_pullback;trend_stack,45.9813,-0.1198,0.57,0.6169,10,6,0,1.9379,1.565,False,False,0.4468,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22309,UNKNOWN,2026-01-19 21:00:00,2026-01-19,TREND_PULLBACK,Short,69.0332,69.0332,ema20_pullback;trend_stack,45.1454,-0.0166,-0.1284,0.1432,21,0,1,2.3321,1.31,False,False,0.3597,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22343,UNKNOWN,2026-01-20 05:30:00,2026-01-20,FVG_TOUCH,Short,69.8847,69.8847,bearish_fvg_touch,27.915,-1.2666,1.2097,0.319,5,1,1,4.7064,1.4101,False,False,0.2305,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22449,UNKNOWN,2026-01-21 08:00:00,2026-01-21,FVG_TOUCH,Short,71.0367,71.0367,bearish_fvg_touch,37.8383,-0.3711,-0.203,0.3213,8,2,1,4.4492,0.5269,False,False,0.1059,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22595,UNKNOWN,2026-01-22 20:30:00,2026-01-22,TREND_PULLBACK,Short,63.7443,63.7443,ema20_pullback;trend_stack,56.5799,-0.1947,-0.4745,0.2414,20,3,0,1.405,3.1982,False,False,0.6948,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22669,UNKNOWN,2026-01-23 15:00:00,2026-01-23,FVG_TOUCH,Short,71.6894,71.6894,bearish_fvg_touch,38.5238,-0.4624,0.8711,0.4464,15,4,2,3.4343,0.7281,False,False,0.1749,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22755,UNKNOWN,2026-01-24 12:30:00,2026-01-24,FVG_TOUCH,Short,65.8926,65.8926,bearish_fvg_touch,33.0971,-0.7966,-0.46,0.2029,12,5,0,3.6896,0.0817,False,False,0.0217,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22867,UNKNOWN,2026-01-25 16:30:00,2026-01-25,FVG_TOUCH,Short,71.5925,71.5925,bearish_fvg_touch,25.6166,-0.7449,1.737,0.2576,16,6,1,4.2744,1.5777,False,False,0.2696,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
22955,UNKNOWN,2026-01-26 14:30:00,2026-01-26,REAL_CHOCH,Long,78.0028,78.0028,choch_sweep_low;choch_break_high;trend_align,56.0014,0.3523,3.2554,0.4197,14,0,4,-0.4025,2.3756,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23051,UNKNOWN,2026-01-27 14:30:00,2026-01-27,ORDERBLOCK_REACTION,Short,71.1532,71.1532,impulse_pullback_zone,44.2859,-0.4864,1.962,0.8621,14,1,6,3.853,-0.3446,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23127,UNKNOWN,2026-01-28 09:30:00,2026-01-28,ORDERBLOCK_REACTION,Long,66.0806,66.0806,impulse_pullback_zone,53.4702,0.4762,0.5147,0.7036,9,2,2,0.3891,2.7853,False,False,0.8774,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23192,UNKNOWN,2026-01-29 01:45:00,2026-01-29,FVG_TOUCH,Short,67.4672,67.4672,bearish_fvg_touch,24.3203,-0.8251,0.4217,0.6639,1,3,2,4.1799,0.0198,False,False,0.0047,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23342,UNKNOWN,2026-01-30 15:15:00,2026-01-30,TREND_PULLBACK,Short,69.7108,69.7108,ema20_pullback;trend_stack,42.1126,-0.2675,0.3373,0.7104,15,4,0,2.4936,0.7954,False,False,0.2418,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23409,UNKNOWN,2026-01-31 08:00:00,2026-01-31,FVG_TOUCH,Short,68.7209,68.7209,bearish_fvg_touch,19.6595,-0.178,1.2551,0.4171,8,5,0,5.0278,-0.3132,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
23554,UNKNOWN,2026-02-01 20:15:00,2026-02-01,FVG_TOUCH,Short,67.4493,67.4493,bearish_fvg_touch,35.3689,-0.9223,0.9678,0.5948,20,6,4,4.2294,-0.2321,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
