idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy,opened_at,closed_at,entry_mode,entry,sl,tp1,tp2,tp3,exit_price,exit_reason,raw_pnl_r,cost_r,pnl_r,bars_held,exit_i,tp1_real_touch,tp2_real_touch,tp3_real_touch,v56_production,exit_policy
17520,UNKNOWN,2025-11-30 23:45:00,2025-11-30,FVG_TOUCH,Short,72.0749,72.0749,bearish_fvg_touch,22.1238,-0.5765,3.1747,0.7017,23,6,0,5.1888,-0.5741,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-01 00:00:00,2025-12-01 00:00:00,NEXT_BAR_OPEN_REALISTIC,90320.5,90259.22857143,90112.17714286,89965.12571429,89781.31142857,89781.31142857,TP3,1.465,0.07,1.395,0,17521,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
17679,UNKNOWN,2025-12-02 15:30:00,2025-12-02,FVG_TOUCH,Long,75.5777,75.5777,bullish_fvg_touch,83.5936,1.5735,1.7185,0.3968,15,1,3,0.6933,6.7807,False,False,0.9072,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-02 15:45:00,2025-12-02 16:15:00,NEXT_BAR_OPEN_REALISTIC,90500.0,90637.84642857,90968.67785714,91299.50928571,91713.04857143,90637.84642857,BE_AFTER_TP1,0.805,0.07,0.735,2,17682,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
17771,UNKNOWN,2025-12-03 14:30:00,2025-12-03,ORDERBLOCK_REACTION,Long,69.0175,69.0175,impulse_pullback_zone,59.8183,0.4963,2.0759,0.6069,14,2,1,-0.2545,4.0448,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-03 14:45:00,2025-12-03 14:45:00,NEXT_BAR_OPEN_REALISTIC,93452.7,93003.92857143,93834.15571429,94103.41857143,94439.99714286,93003.92857143,SL,-1.0,0.07,-1.07,0,17772,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
17819,UNKNOWN,2025-12-04 02:30:00,2025-12-04,FVG_TOUCH,Long,65.5569,65.5569,bullish_fvg_touch,51.9109,0.6074,-0.4847,0.1831,2,3,0,0.881,2.9853,False,False,0.7721,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-04 02:45:00,2025-12-04 03:30:00,NEXT_BAR_OPEN_REALISTIC,93830.2,93427.49285714,94172.50107143,94414.12535714,94716.15571429,93427.49285714,SL,-1.0,0.07,-1.07,3,17823,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
17942,UNKNOWN,2025-12-05 09:15:00,2025-12-05,WEAK_BOS,Short,62.2443,62.2443,break_low,34.3372,-0.6414,1.4962,0.8861,9,4,0,5.2443,-2.0386,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-05 09:30:00,2025-12-05 10:00:00,NEXT_BAR_OPEN_REALISTIC,91302.5,91245.436,91108.4824,90971.5288,90800.3368,91245.436,BE_AFTER_TP1,0.805,0.07,0.735,2,17945,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18034,UNKNOWN,2025-12-06 08:15:00,2025-12-06,ORDERBLOCK_REACTION,Short,68.9481,68.9481,impulse_pullback_zone,32.9558,-0.4355,-0.2089,0.672,8,5,1,3.6309,-1.1756,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-06 08:30:00,2025-12-06 09:00:00,NEXT_BAR_OPEN_REALISTIC,89248.1,89471.22,89058.448,88924.576,88757.236,89471.22,SL,-1.0,0.07,-1.07,2,18037,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18184,UNKNOWN,2025-12-07 21:45:00,2025-12-07,ENHANCED_BUY,Long,74.4518,74.4518,demand_zone;stoch_cross_up;volume_spike;above_vwap,19.9212,1.8374,2.1577,0.427,21,6,3,5.0232,2.8259,False,False,0.36,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-07 22:00:00,2025-12-07 22:00:00,NEXT_BAR_OPEN_REALISTIC,90189.2,89884.05714286,90448.57142857,90631.65714286,90860.51428571,89884.05714286,SL,-1.0,0.07,-1.07,0,18185,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18237,UNKNOWN,2025-12-08 11:00:00,2025-12-08,FVG_TOUCH,Long,65.1903,65.1903,bullish_fvg_touch,70.2605,2.2974,-0.5869,0.0656,11,0,0,0.8205,4.4298,False,False,0.8437,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-08 11:15:00,2025-12-08 11:30:00,NEXT_BAR_OPEN_REALISTIC,92097.4,91867.1565,92293.106975,92431.253075,92603.9357,91867.1565,SL,-1.0,0.07,-1.07,1,18239,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18309,UNKNOWN,2025-12-09 05:00:00,2025-12-09,FVG_TOUCH,Short,72.6726,72.6726,bearish_fvg_touch,41.752,-0.8423,-0.465,0.5154,5,1,1,4.1597,0.3122,False,False,0.0698,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-09 05:15:00,2025-12-09 05:30:00,NEXT_BAR_OPEN_REALISTIC,89734.3,89734.3,89514.32607143,89359.05035714,89164.95571429,89734.3,BE_AFTER_TP1,0.2975,0.07,0.2275,1,18311,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18349,UNKNOWN,2025-12-09 15:00:00,2025-12-09,LIQUIDITY_SWEEP,Short,88.7664,88.7664,sweep_high;reclaim,57.0496,0.0336,4.0258,0.2457,15,1,0,0.7389,2.0482,False,False,0.7349,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-09 15:15:00,2025-12-09 15:15:00,NEXT_BAR_OPEN_REALISTIC,90568.2,90910.05714286,90277.62142857,90072.50714286,89816.11428571,90910.05714286,SL,-1.0,0.07,-1.07,0,18350,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18433,UNKNOWN,2025-12-10 12:00:00,2025-12-10,FVG_TOUCH,Short,66.0925,66.0925,bearish_fvg_touch,37.2603,-0.2358,-0.4153,0.3641,12,2,0,4.4189,1.0219,False,False,0.1878,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-10 12:15:00,2025-12-10 15:00:00,NEXT_BAR_OPEN_REALISTIC,92013.5,91941.91607143,91770.11464286,91598.31321429,91383.56142857,91941.91607143,BE_AFTER_TP1,0.805,0.07,0.735,11,18445,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18566,UNKNOWN,2025-12-11 21:15:00,2025-12-11,WEAK_BOS,Long,62.3422,62.3422,break_high,78.0732,0.7675,3.6358,1.0,21,3,5,-1.1481,6.6367,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-11 21:30:00,2025-12-11 22:15:00,NEXT_BAR_OPEN_REALISTIC,93254.7,92657.00714286,93762.73892857,94121.35464286,94569.62428571,92657.00714286,SL,-1.0,0.07,-1.07,3,18570,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18638,UNKNOWN,2025-12-12 15:15:00,2025-12-12,WEAK_BOS,Short,66.0,66.0,break_low,23.1329,-0.0819,5.0463,0.9818,15,4,0,5.4572,-3.1405,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-12 15:30:00,2025-12-12 15:45:00,NEXT_BAR_OPEN_REALISTIC,90795.0,90710.9375,90509.1875,90307.4375,90055.25,90710.9375,BE_AFTER_TP1,0.805,0.07,0.735,1,18640,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18726,UNKNOWN,2025-12-13 13:15:00,2025-12-13,ORDERBLOCK_REACTION,Short,65.5084,65.5084,impulse_pullback_zone,38.4485,-0.3527,-0.1962,0.4654,13,5,1,3.5741,-0.4707,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-13 13:30:00,2025-12-13 14:30:00,NEXT_BAR_OPEN_REALISTIC,90184.5,90184.5,89992.85815,89857.58155,89688.4858,90184.5,BE_AFTER_TP1,0.2975,0.07,0.2275,4,18731,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18802,UNKNOWN,2025-12-14 08:15:00,2025-12-14,TREND_PULLBACK,Short,67.6853,67.6853,ema20_pullback;trend_stack,48.7005,-0.2391,-0.3105,0.2237,8,6,0,1.8529,1.617,False,False,0.466,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-14 08:30:00,2025-12-14 10:15:00,NEXT_BAR_OPEN_REALISTIC,90142.8,90086.4606875,89951.2463375,89816.0319875,89647.01405,90086.4606875,BE_AFTER_TP1,0.805,0.07,0.735,7,18810,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
18928,UNKNOWN,2025-12-15 15:45:00,2025-12-15,FVG_TOUCH,Short,67.5583,67.5583,bearish_fvg_touch,18.07,-0.8621,1.6926,0.2672,15,0,0,5.589,0.8446,False,False,0.1313,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-15 16:00:00,2025-12-15 17:30:00,NEXT_BAR_OPEN_REALISTIC,86996.5,86868.33214286,86560.72928571,86253.12642857,85868.62285714,85868.62285714,TP3,1.465,0.07,1.395,6,18935,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19005,UNKNOWN,2025-12-16 11:00:00,2025-12-16,FVG_TOUCH,Long,71.3781,71.3781,bullish_fvg_touch,82.3078,0.2225,-0.3698,0.039,11,1,2,1.2658,4.0115,False,False,0.7601,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-16 11:15:00,2025-12-16 13:00:00,NEXT_BAR_OPEN_REALISTIC,86941.8,87012.48392857,87182.12535714,87351.76678571,87563.81857143,87012.48392857,BE_AFTER_TP1,0.805,0.07,0.735,7,19013,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19116,UNKNOWN,2025-12-17 14:45:00,2025-12-17,ORDERBLOCK_REACTION,Long,75.0,75.0,impulse_pullback_zone,83.9229,0.4785,8.4448,0.8488,14,2,2,-3.6149,7.0753,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-17 15:00:00,2025-12-17 15:15:00,NEXT_BAR_OPEN_REALISTIC,89634.0,89755.29821429,90046.41392857,90337.52964286,90701.42428571,89755.29821429,BE_AFTER_TP1,0.805,0.07,0.735,1,19118,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19193,UNKNOWN,2025-12-18 10:00:00,2025-12-18,FVG_TOUCH,Long,70.2563,70.2563,bullish_fvg_touch,73.9286,0.9499,-0.4002,0.2811,10,3,3,0.2611,4.6102,False,False,0.9464,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-18 10:15:00,2025-12-18 11:00:00,NEXT_BAR_OPEN_REALISTIC,87295.0,87076.7625,87480.501875,87611.444375,87775.1225,87076.7625,SL,-1.0,0.07,-1.07,3,19197,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19307,UNKNOWN,2025-12-19 14:30:00,2025-12-19,REAL_CHOCH,Long,79.3929,79.3929,choch_sweep_low;choch_break_high;trend_align,55.3263,1.3639,2.91,0.4322,14,4,6,-0.4118,2.0885,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-19 14:45:00,2025-12-19 14:45:00,NEXT_BAR_OPEN_REALISTIC,88479.1,88153.97857143,88755.45321429,88950.52607143,89194.36714286,88153.97857143,SL,-1.0,0.07,-1.07,0,19308,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19437,UNKNOWN,2025-12-20 23:00:00,2025-12-20,FVG_TOUCH,Long,65.5599,65.5599,bullish_fvg_touch,61.1582,0.3233,-0.2953,0.6462,23,5,0,1.7011,2.3821,False,False,0.5834,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-20 23:15:00,2025-12-21 01:30:00,NEXT_BAR_OPEN_REALISTIC,88299.9,88079.15,88487.5375,88619.9875,88785.55,88079.15,SL,-1.0,0.07,-1.07,9,19447,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19529,UNKNOWN,2025-12-21 22:00:00,2025-12-21,TREND_PULLBACK,Long,66.4939,66.4939,ema20_pullback;trend_stack,54.4899,0.0097,-0.4606,0.8074,22,6,2,1.5971,2.7197,False,False,0.63,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-21 22:15:00,2025-12-21 23:30:00,NEXT_BAR_OPEN_REALISTIC,88334.1,88389.308875,88521.810175,88654.311475,88819.9381,88389.308875,BE_AFTER_TP1,0.805,0.07,0.735,5,19535,True,True,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19537,UNKNOWN,2025-12-22 00:00:00,2025-12-22,WEAK_BOS,Long,66.0,66.0,break_high,82.5023,0.5128,4.1656,0.9999,0,0,4,-2.9188,6.1738,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-22 00:15:00,2025-12-22 00:15:00,NEXT_BAR_OPEN_REALISTIC,89450.0,89222.81428571,89643.10785714,89779.41928571,89949.80857143,89222.81428571,SL,-1.0,0.07,-1.07,0,19538,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19716,UNKNOWN,2025-12-23 20:45:00,2025-12-23,TREND_PULLBACK,Short,69.7771,69.7771,ema20_pullback;trend_stack,49.6953,-0.0008,0.517,0.7241,20,1,0,1.5847,1.4635,False,False,0.4801,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-23 21:00:00,2025-12-24 01:00:00,NEXT_BAR_OPEN_REALISTIC,87674.4,87674.4,87353.27,87126.59,86843.24,87674.4,BE_AFTER_TP1,0.2975,0.07,0.2275,16,19733,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19787,UNKNOWN,2025-12-24 14:30:00,2025-12-24,ORDERBLOCK_REACTION,Short,68.3657,68.3657,impulse_pullback_zone,38.5304,-0.0706,4.5986,0.2752,14,2,2,2.3507,1.3091,False,False,0.3577,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-24 14:45:00,2025-12-24 14:45:00,NEXT_BAR_OPEN_REALISTIC,86950.0,87167.37525,86765.2310375,86634.8058875,86471.77445,87167.37525,SL,-1.0,0.07,-1.07,0,19788,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19886,UNKNOWN,2025-12-25 15:15:00,2025-12-25,WEAK_BOS,Long,65.9713,65.9713,break_high,75.4815,0.1912,3.9808,0.5838,15,3,0,-1.7154,5.4803,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-25 15:30:00,2025-12-25 15:45:00,NEXT_BAR_OPEN_REALISTIC,88035.7,88090.72225,88222.77565,88354.82905,88519.8958,88519.8958,TP3,1.465,0.07,1.395,1,19888,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
19981,UNKNOWN,2025-12-26 15:00:00,2025-12-26,WEAK_BOS,Short,66.0,66.0,break_low,19.9672,-0.2462,4.4005,0.9815,15,4,1,7.8155,-1.9265,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-26 15:15:00,2025-12-26 15:15:00,NEXT_BAR_OPEN_REALISTIC,86735.1,87029.62857143,86484.75071429,86308.03357143,86087.13714286,87029.62857143,SL,-1.0,0.07,-1.07,0,19982,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20081,UNKNOWN,2025-12-27 16:00:00,2025-12-27,TREND_PULLBACK,Short,66.3644,66.3644,ema20_pullback;trend_stack,49.02,-0.1141,-0.3966,0.6962,16,5,0,1.4078,2.4355,False,False,0.6337,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-27 16:15:00,2025-12-27 22:00:00,NEXT_BAR_OPEN_REALISTIC,87448.7,87667.32175,87262.8715125,87131.6984625,86967.73215,87667.32175,SL,-1.0,0.07,-1.07,23,20105,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20106,UNKNOWN,2025-12-27 22:15:00,2025-12-27,LIQUIDITY_SWEEP,Short,88.5424,88.5424,sweep_high;reclaim,64.2188,0.5545,4.3352,0.6129,22,5,3,3.0017,2.8268,False,False,0.485,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-27 22:30:00,2025-12-27 23:15:00,NEXT_BAR_OPEN_REALISTIC,87644.1,87644.1,87457.8562875,87326.3901375,87162.05745,87644.1,BE_AFTER_TP1,0.2975,0.07,0.2275,3,20110,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20147,UNKNOWN,2025-12-28 08:30:00,2025-12-28,FVG_TOUCH,Long,69.214,69.214,bullish_fvg_touch,62.0615,0.4763,1.5613,0.2601,8,6,2,-0.0343,3.2804,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-28 08:45:00,2025-12-28 14:45:00,NEXT_BAR_OPEN_REALISTIC,87805.0,87805.0,87991.585625,88123.293125,88287.9275,87873.3,TIME_EXIT,0.4997,0.07,0.4297,24,20172,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20186,UNKNOWN,2025-12-28 18:15:00,2025-12-28,LIQUIDITY_SWEEP,Long,91.8101,91.8101,sweep_low;reclaim,37.3228,0.0692,5.9404,0.1659,18,6,2,3.6976,1.1139,False,False,0.2315,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-28 18:30:00,2025-12-28 20:00:00,NEXT_BAR_OPEN_REALISTIC,87690.8,87471.57275,87877.1431625,88008.6795125,88173.09995,87471.57275,SL,-1.0,0.07,-1.07,6,20193,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20249,UNKNOWN,2025-12-29 10:00:00,2025-12-29,FVG_TOUCH,Short,70.4337,70.4337,bearish_fvg_touch,10.6042,0.5623,1.6224,0.0813,10,0,2,7.243,1.0536,False,False,0.127,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-29 10:15:00,2025-12-29 12:00:00,NEXT_BAR_OPEN_REALISTIC,88038.5,87961.85714286,87777.91428571,87593.97142857,87364.04285714,87364.04285714,TP3,1.465,0.07,1.395,7,20257,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20364,UNKNOWN,2025-12-30 14:45:00,2025-12-30,WEAK_BOS,Long,66.0,66.0,break_high,79.7046,0.8948,6.749,0.7836,14,1,1,-1.7626,4.3619,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-30 15:00:00,2025-12-30 15:00:00,NEXT_BAR_OPEN_REALISTIC,88831.5,88577.27857143,89047.58821429,89200.12107143,89390.78714286,88577.27857143,SL,-1.0,0.07,-1.07,0,20365,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20482,UNKNOWN,2025-12-31 20:15:00,2025-12-31,FVG_TOUCH,Short,65.9992,65.9992,bearish_fvg_touch,43.2731,-1.6866,-0.3019,0.4048,20,2,2,3.8386,0.6271,False,False,0.1404,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2025-12-31 20:30:00,2025-12-31 20:45:00,NEXT_BAR_OPEN_REALISTIC,87465.1,87465.1,87279.2366625,87148.0390125,86984.04195,87465.1,BE_AFTER_TP1,0.2975,0.07,0.2275,1,20484,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20587,UNKNOWN,2026-01-01 22:30:00,2026-01-01,FVG_TOUCH,Long,67.8333,67.8333,bullish_fvg_touch,75.1718,1.3977,0.2371,0.3369,22,3,1,0.3968,4.2863,False,False,0.9153,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-01 22:45:00,2026-01-01 23:15:00,NEXT_BAR_OPEN_REALISTIC,88549.9,88549.9,88738.06875,88870.89375,89036.925,88549.9,BE_AFTER_TP1,0.2975,0.07,0.2275,2,20590,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20651,UNKNOWN,2026-01-02 14:30:00,2026-01-02,LIQUIDITY_SWEEP,Long,90.8987,90.8987,sweep_low;reclaim,46.5082,0.7587,5.7686,0.4644,14,4,1,2.0667,2.5716,False,False,0.5544,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-02 14:45:00,2026-01-02 14:45:00,NEXT_BAR_OPEN_REALISTIC,89356.5,89093.47142857,89580.07428571,89737.89142857,89935.16285714,89093.47142857,SL,-1.0,0.07,-1.07,0,20652,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20660,UNKNOWN,2026-01-02 16:45:00,2026-01-02,FVG_TOUCH,Long,67.921,67.921,bullish_fvg_touch,61.2069,0.4832,1.2453,0.4369,16,4,1,0.9083,3.2078,False,False,0.7793,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-02 17:00:00,2026-01-02 17:30:00,NEXT_BAR_OPEN_REALISTIC,90333.9,90333.9,90846.04928571,91207.56642857,91659.46285714,90333.9,BE_AFTER_TP1,0.2975,0.07,0.2275,2,20663,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20764,UNKNOWN,2026-01-03 18:45:00,2026-01-03,FVG_TOUCH,Long,64.9678,64.9678,bullish_fvg_touch,56.2808,0.7698,-0.9353,0.0331,18,5,0,0.9777,2.4691,False,False,0.7163,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-03 19:00:00,2026-01-03 21:30:00,NEXT_BAR_OPEN_REALISTIC,90105.3,90161.615875,90296.773975,90431.932075,90600.8797,90600.8797,TP3,1.465,0.07,1.395,10,20775,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20787,UNKNOWN,2026-01-04 00:30:00,2026-01-04,FVG_TOUCH,Long,73.553,73.553,bullish_fvg_touch,72.2443,1.2897,0.3686,0.3377,0,6,0,2.0433,5.0792,False,False,0.7131,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-04 00:45:00,2026-01-04 01:15:00,NEXT_BAR_OPEN_REALISTIC,91131.4,91131.4,91325.29107143,91462.15535714,91633.23571429,91131.4,BE_AFTER_TP1,0.2975,0.07,0.2275,2,20790,True,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
20939,UNKNOWN,2026-01-05 14:30:00,2026-01-05,REAL_CHOCH,Long,77.5214,77.5214,choch_sweep_low;choch_break_high;trend_align,61.23,0.8368,3.5163,0.5498,14,0,0,-0.2575,3.0081,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-05 14:45:00,2026-01-05 14:45:00,NEXT_BAR_OPEN_REALISTIC,93250.4,92999.87857143,93463.34321429,93613.65607143,93801.54714286,92999.87857143,SL,-1.0,0.07,-1.07,0,20940,False,False,False,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
21045,UNKNOWN,2026-01-06 17:00:00,2026-01-06,FVG_TOUCH,Short,65.1628,65.1628,bearish_fvg_touch,35.3443,-0.3664,0.5553,0.3224,17,1,0,4.0422,0.6417,False,False,0.137,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD,2026-01-06 17:15:00,2026-01-06 17:45:00,NEXT_BAR_OPEN_REALISTIC,92572.9,92458.94464286,92185.45178571,91911.95892857,91570.09285714,91570.09285714,TP3,1.465,0.07,1.395,2,21048,True,True,True,True,NEXT_BAR_OPEN__REAL_HL_TOUCH__CONSERVATIVE_INTRABAR__NO_MFE_REPLAY
